run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,battles_fled,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,medicinal_herb_use_count,potion_use_count,dawn_chalice_use_count,medicinal_herb_remain_after,potion_remain_after,chalice_remain_after,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,floor1_town_uses_cumulative,last_battle_enemy_count,notes
127,12471,1,Normal,39,5,5,5,0,27,35,0,1,100,0,1,2,3,12,1,15,3,3,0,0,140,0,27,0,1,1,6,1,floor1_town; +1 levelup
127,12471,2,Normal,33,1,1,1,0,35,35,1,1,20,0,2,2,0,3,0,15,0,3,0,0,28,0,4,0,1,1,6,1,
127,12471,3,Normal,29,3,3,3,0,35,17,1,1,60,0,2,2,3,0,3,12,0,0,0,0,106,18,15,0,1,1,6,1,
127,12471,4,Normal,14,2,2,1,0,17,0,1,1,0,0,2,2,3,0,0,11,0,0,0,0,41,17,6,1,0,0,6,2,party wiped
128,12472,1,Normal,31,5,5,5,0,27,35,0,2,100,0,1,2,6,10,2,15,3,3,0,0,140,0,25,0,1,1,6,1,floor1_town; +1 levelup
128,12472,2,Normal,25,4,4,4,0,35,35,2,2,80,0,2,2,0,3,3,17,0,0,0,0,112,0,13,0,1,1,6,1,
128,12472,3,Normal,32,2,2,1,0,35,0,2,2,20,0,2,2,2,0,0,16,0,0,0,0,41,35,7,1,0,0,6,2,party wiped
129,12473,1,Normal,39,5,5,5,0,27,35,0,3,100,0,1,2,4,10,2,15,3,3,0,0,140,0,23,0,1,1,6,1,floor1_town; +1 levelup
129,12473,2,Normal,32,5,5,5,0,35,35,3,3,100,0,2,2,4,3,3,11,0,0,0,0,140,0,21,0,1,1,6,1,
129,12473,3,Normal,32,4,4,4,0,35,24,3,3,40,0,2,2,5,0,0,8,0,0,0,0,122,11,20,0,1,1,6,1,
129,12473,4,Normal,33,2,2,2,0,24,35,3,3,0,0,2,2,2,0,0,7,0,0,0,0,44,-11,9,0,1,1,6,1,
129,12473,5,Normal,28,4,4,3,0,35,0,3,3,20,0,2,2,8,0,0,0,0,0,0,0,126,35,22,1,0,0,6,2,party wiped
130,12474,1,Normal,32,4,4,4,0,27,27,0,0,80,0,1,1,0,6,2,15,3,3,0,0,112,0,15,0,1,1,5,1,floor1_town
130,12474,2,Normal,30,2,2,2,0,27,36,0,2,40,0,1,2,1,3,3,16,0,0,0,0,56,0,10,0,1,1,5,1,+1 levelup
130,12474,3,Normal,10,2,2,1,0,36,0,2,2,20,0,2,2,3,0,0,15,0,0,0,0,28,36,8,1,0,0,5,2,party wiped
131,12475,1,Normal,40,4,4,4,0,27,27,0,0,80,0,1,1,4,7,4,15,3,3,0,0,112,0,20,0,1,1,5,1,floor1_town
131,12475,2,Normal,26,1,1,1,0,27,36,0,1,20,0,1,2,0,3,0,15,0,3,0,0,28,0,7,0,1,1,5,1,+1 levelup
131,12475,3,Normal,11,2,2,1,0,36,0,1,1,20,0,2,2,4,0,3,11,0,0,0,0,62,36,12,1,0,0,5,2,party wiped
132,12476,1,Normal,33,3,3,3,0,27,27,0,0,60,0,1,1,3,9,4,15,3,3,0,0,84,0,22,0,1,1,4,1,floor1_town
132,12476,2,Normal,34,2,2,2,0,27,34,0,1,40,0,1,2,2,3,3,15,0,0,0,0,56,0,11,0,1,1,4,1,+1 levelup
132,12476,3,Normal,38,3,3,3,0,34,27,1,1,60,0,2,2,6,0,0,9,0,0,0,0,128,7,21,0,1,1,4,2,
132,12476,4,Normal,34,4,4,4,0,27,20,1,1,40,0,2,2,7,0,0,2,0,0,0,0,166,7,19,0,1,1,4,2,
132,12476,5,Normal,29,3,3,2,1,20,5,1,1,20,0,2,2,3,0,0,0,0,0,0,0,72,15,10,0,1,1,4,2,flee×1
132,12476,6,Normal,33,2,2,0,2,5,5,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,flee×2
132,12476,7,Normal,11,3,3,0,2,5,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,13,5,1,1,0,0,4,2,party wiped; flee×2
133,12477,1,Normal,25,3,3,3,0,27,27,0,0,60,0,1,1,1,5,0,15,3,3,0,0,84,0,9,0,1,1,4,1,floor1_town
133,12477,2,Normal,35,2,2,2,0,27,35,0,2,40,0,1,2,1,3,3,14,0,0,0,0,56,0,13,0,1,1,4,1,+1 levelup
133,12477,3,Normal,30,2,2,2,0,35,35,2,2,60,0,2,2,8,0,0,6,0,0,0,0,106,0,19,0,1,1,4,2,
133,12477,4,Normal,33,5,5,4,0,35,0,2,2,60,0,2,2,7,0,0,0,0,0,0,0,162,35,29,1,0,0,4,2,party wiped
134,12478,1,Normal,33,4,4,4,0,27,27,0,0,80,0,1,1,5,9,1,15,3,3,0,0,112,0,25,0,1,1,5,1,floor1_town
134,12478,2,Normal,40,4,4,4,0,27,22,0,2,80,0,1,2,3,3,3,12,0,0,0,0,112,12,22,0,1,1,5,1,+1 levelup
134,12478,3,Normal,34,3,3,3,0,22,27,2,2,0,0,2,2,5,0,0,9,0,0,0,0,88,-5,18,0,1,1,5,2,
134,12478,4,Normal,26,3,3,3,0,27,27,2,2,0,0,2,2,3,0,0,8,0,0,0,0,88,0,11,0,1,1,5,2,
134,12478,5,Normal,2,1,1,0,0,27,0,2,2,0,0,2,2,5,0,0,3,0,0,0,0,41,27,7,1,0,0,5,2,party wiped
135,12479,1,Normal,26,1,1,1,0,27,27,0,0,20,0,1,1,2,1,0,15,3,3,0,0,28,0,4,0,1,1,2,1,floor1_town
135,12479,2,Normal,35,3,3,3,0,27,27,0,0,60,0,1,1,1,3,2,14,0,1,0,0,84,0,11,0,1,1,2,1,
135,12479,3,Normal,40,3,3,3,0,27,36,0,2,60,0,1,2,12,0,1,3,0,0,0,0,128,0,25,0,1,1,2,2,+1 levelup
135,12479,4,Normal,27,2,2,2,0,36,18,2,2,20,0,2,2,1,0,0,3,0,0,0,0,50,18,6,0,1,1,2,1,
135,12479,5,Normal,29,3,3,2,0,18,0,2,2,20,0,2,2,4,0,0,0,0,0,0,0,121,18,11,1,0,0,2,2,party wiped
136,12480,1,Normal,34,4,4,4,0,27,27,0,0,80,0,1,1,5,9,1,15,3,3,0,0,112,0,25,0,1,1,5,1,floor1_town
136,12480,2,Normal,28,5,5,5,0,27,25,0,1,100,0,1,2,4,3,3,13,0,0,0,0,140,11,18,0,1,1,5,1,+1 levelup
136,12480,3,Normal,40,6,6,5,1,25,5,1,1,100,0,2,2,15,0,0,0,0,0,0,0,228,20,37,0,1,1,5,2,flee×1
136,12480,4,Normal,25,3,3,2,0,5,0,1,3,20,0,2,3,2,0,0,0,0,0,0,0,85,54,9,1,0,0,5,2,party wiped; +1 levelup
137,12481,1,Normal,26,2,2,2,0,27,27,0,0,40,0,1,1,2,6,1,15,3,3,0,0,56,0,14,0,1,1,3,1,floor1_town
137,12481,2,Normal,19,2,2,1,0,27,0,0,0,20,0,1,1,1,3,3,15,0,0,0,0,53,27,13,1,0,0,3,1,party wiped
138,12482,1,Normal,35,3,3,3,0,27,27,0,0,60,0,1,1,1,5,0,15,3,3,0,0,84,0,12,0,1,1,4,1,floor1_town
138,12482,2,Normal,38,4,4,4,0,27,35,0,2,80,0,1,2,1,3,3,16,0,0,0,0,112,0,16,0,1,1,4,1,+1 levelup
138,12482,3,Normal,27,3,3,2,0,35,0,2,2,40,0,2,2,7,0,0,10,0,0,0,0,106,35,20,1,0,0,4,2,party wiped
139,12483,1,Normal,27,3,3,3,0,27,27,0,0,60,0,1,1,4,6,0,15,3,3,0,0,84,0,14,0,1,1,4,1,floor1_town
139,12483,2,Normal,35,4,4,4,0,27,35,0,2,80,0,1,2,6,3,3,10,0,0,0,0,112,12,28,0,1,1,4,1,+1 levelup
139,12483,3,Normal,31,4,4,4,0,35,24,2,2,80,0,2,2,10,0,0,0,0,0,0,0,134,11,24,0,1,1,4,2,
139,12483,4,Normal,25,2,2,2,0,24,2,2,2,20,0,2,2,0,0,0,0,0,0,0,0,50,22,4,0,1,1,4,1,
139,12483,5,Normal,1,1,1,0,0,2,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,15,35,3,1,0,0,4,2,party wiped
140,12484,1,Normal,35,2,2,2,0,27,27,0,0,40,0,1,1,2,5,1,15,3,3,0,0,56,0,11,0,1,1,3,1,floor1_town
140,12484,2,Normal,28,3,3,3,0,27,35,0,3,60,0,1,2,4,3,3,13,0,0,0,0,84,14,18,0,1,1,3,1,+1 levelup
140,12484,3,Normal,40,5,5,5,0,35,14,3,3,20,0,2,2,5,0,0,9,0,0,0,0,182,21,24,0,1,1,3,2,
140,12484,4,Normal,37,1,1,1,0,14,28,3,3,0,0,2,2,1,0,0,8,0,0,0,0,22,-14,4,0,1,1,3,1,
140,12484,5,Normal,33,2,2,2,0,28,17,3,3,20,0,2,2,1,0,0,9,0,0,0,0,50,11,5,0,1,1,3,1,
140,12484,6,Normal,26,3,3,2,0,17,0,3,3,60,0,2,2,9,0,0,0,0,0,0,0,102,17,18,1,0,0,3,1,party wiped
141,12485,1,Normal,28,4,4,4,0,27,27,0,0,80,0,1,1,5,4,0,15,3,3,0,0,112,0,21,0,1,1,5,1,floor1_town
141,12485,2,Normal,37,5,5,5,0,27,36,0,3,100,0,1,2,4,3,3,12,0,0,0,0,140,0,22,0,1,1,5,1,+1 levelup
141,12485,3,Normal,37,2,2,2,0,36,15,3,3,20,0,2,2,4,0,0,10,0,0,0,0,94,21,13,0,1,1,5,2,
141,12485,4,Normal,29,4,4,4,0,15,36,3,3,40,0,2,2,5,0,0,6,0,0,0,0,100,-21,22,0,1,1,5,1,
141,12485,5,Normal,34,6,6,5,0,36,0,3,3,40,0,2,2,6,0,0,1,0,0,0,0,171,36,22,1,0,0,5,2,party wiped
142,12486,1,Normal,36,3,3,3,0,27,27,0,0,60,0,1,1,5,7,0,15,3,3,0,0,84,0,17,0,1,1,4,1,floor1_town
142,12486,2,Normal,35,3,3,3,0,27,24,0,1,60,0,1,2,3,3,3,12,0,0,0,0,84,11,17,0,1,1,4,1,+1 levelup
142,12486,3,Normal,39,5,5,5,0,24,17,1,1,60,0,2,2,10,0,0,2,0,0,0,0,216,7,32,0,1,1,4,2,
142,12486,4,Normal,10,2,2,1,0,17,0,1,1,0,0,2,2,1,0,0,2,0,0,0,0,44,17,6,1,0,0,4,1,party wiped
143,12487,1,Normal,29,3,3,3,0,27,27,0,0,60,0,1,1,1,8,3,15,3,3,0,0,84,0,19,0,1,1,4,1,floor1_town
143,12487,2,Normal,27,1,1,1,0,27,27,0,0,20,0,1,1,1,3,0,14,0,3,0,0,28,0,8,0,1,1,4,1,
143,12487,3,Normal,22,4,4,3,0,27,0,0,1,40,0,1,2,8,0,3,7,0,0,0,0,112,35,25,1,0,0,4,2,party wiped; +1 levelup
144,12488,1,Normal,37,1,1,1,0,27,27,0,0,20,0,1,1,1,3,0,15,3,3,0,0,28,0,5,0,1,1,2,1,floor1_town
144,12488,2,Normal,35,3,3,3,0,27,15,0,0,60,0,1,1,6,3,3,10,0,0,0,0,84,12,19,0,1,1,2,1,
144,12488,3,Normal,32,4,4,4,0,15,36,0,2,40,0,1,2,8,0,0,4,0,0,0,0,122,0,26,0,1,1,2,2,+1 levelup
144,12488,4,Normal,39,4,4,4,0,36,25,2,2,60,0,2,2,5,0,0,0,0,0,0,0,150,11,18,0,1,1,2,2,
144,12488,5,Normal,18,2,2,1,0,25,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,49,25,3,1,0,0,2,2,party wiped
145,12489,1,Normal,29,4,4,4,0,27,27,0,0,80,0,1,1,6,6,0,15,3,3,0,0,112,0,20,0,1,1,5,1,floor1_town
145,12489,2,Normal,35,1,1,1,0,27,35,0,2,20,0,1,2,1,1,0,16,2,3,0,0,28,0,5,0,1,1,5,1,+1 levelup
145,12489,3,Normal,38,6,6,5,0,35,0,2,2,100,0,2,2,16,2,3,0,0,0,0,0,238,35,39,1,0,0,5,2,party wiped
146,12490,1,Normal,38,4,4,4,0,27,27,0,0,80,0,1,1,6,9,4,15,3,3,0,0,112,0,28,0,1,1,5,1,floor1_town
146,12490,2,Normal,38,2,2,2,0,27,35,0,2,40,0,1,2,0,3,1,16,0,2,0,0,56,0,6,0,1,1,5,1,+1 levelup
146,12490,3,Normal,30,2,2,2,0,35,35,2,2,40,0,2,2,0,0,2,16,0,0,0,0,56,0,4,0,1,1,5,1,
146,12490,4,Normal,2,1,1,0,0,35,0,2,2,0,0,2,2,1,0,0,15,0,0,0,0,12,35,4,1,0,0,5,2,party wiped
147,12491,1,Normal,30,3,3,3,0,27,27,0,0,60,0,1,1,6,7,1,15,3,3,0,0,84,0,18,0,1,1,4,1,floor1_town
147,12491,2,Normal,35,4,4,4,0,27,35,0,3,80,0,1,2,0,3,2,17,0,1,0,0,112,0,12,0,1,1,4,1,+1 levelup
147,12491,3,Normal,16,1,1,0,0,35,0,3,3,0,0,2,2,0,0,1,18,0,0,0,0,22,35,2,1,0,0,4,2,party wiped
148,12492,1,Normal,38,5,5,5,0,27,35,0,2,100,0,1,2,3,11,6,15,3,3,0,0,140,0,30,0,1,1,6,1,floor1_town; +1 levelup
148,12492,2,Normal,27,2,2,2,0,35,35,2,2,40,0,2,2,0,3,0,17,0,3,0,0,56,0,5,0,1,1,6,1,
148,12492,3,Normal,30,1,1,1,0,35,28,2,2,0,0,2,2,0,0,0,18,0,3,0,0,22,7,3,0,1,1,6,1,
148,12492,4,Normal,27,3,3,3,0,28,35,2,2,40,0,2,2,3,0,3,16,0,0,0,0,100,-7,16,0,1,1,6,1,
148,12492,5,Normal,30,3,3,3,0,35,23,2,2,20,0,2,2,4,0,0,14,0,0,0,0,94,12,18,0,1,1,6,1,
148,12492,6,Normal,25,3,3,3,0,23,30,2,2,20,0,2,2,4,0,0,10,0,0,0,0,116,-7,14,0,1,1,6,2,
148,12492,7,Normal,30,3,3,3,0,30,35,2,2,40,0,2,2,2,0,0,8,0,0,0,0,100,-5,7,0,1,1,6,1,
148,12492,8,Normal,34,4,4,4,0,35,22,2,5,40,0,2,3,5,0,0,3,0,0,0,0,122,33,19,0,1,1,6,1,+1 levelup
148,12492,9,Normal,34,5,5,2,2,22,0,5,5,40,0,3,3,3,0,0,0,0,0,0,0,100,22,15,1,0,0,6,1,party wiped; flee×2
149,12493,1,Normal,31,3,3,3,0,27,27,0,0,60,0,1,1,2,8,2,15,3,3,0,0,84,0,17,0,1,1,4,1,floor1_town
149,12493,2,Normal,33,3,3,3,0,27,24,0,2,60,0,1,2,2,3,3,15,0,0,0,0,84,11,16,0,1,1,4,1,+1 levelup
149,12493,3,Normal,40,2,2,2,0,24,17,2,2,20,0,2,2,1,0,0,14,0,0,0,0,50,7,5,0,1,1,4,1,
149,12493,4,Normal,34,3,3,3,0,17,35,2,2,40,0,2,2,8,0,0,8,0,0,0,0,144,-18,22,0,1,1,4,2,
149,12493,5,Normal,32,3,3,3,0,35,24,2,2,40,0,2,2,4,0,0,5,0,0,0,0,100,11,14,0,1,1,4,1,
149,12493,6,Normal,36,3,3,3,0,24,21,2,2,20,0,2,2,2,0,0,3,0,0,0,0,94,3,9,0,1,1,4,1,
149,12493,7,Normal,24,2,2,1,0,21,0,2,2,20,0,2,2,3,0,0,0,0,0,0,0,74,21,12,1,0,0,4,1,party wiped
150,12494,1,Normal,39,5,5,5,0,27,34,0,1,100,0,1,2,4,12,2,15,3,3,0,0,140,0,28,0,1,1,6,1,floor1_town; +1 levelup
150,12494,2,Normal,33,5,5,5,0,34,34,1,1,100,0,2,2,1,3,3,16,0,0,0,0,140,0,15,0,1,1,6,1,
150,12494,3,Normal,38,1,1,1,0,34,17,1,1,0,0,2,2,0,0,0,18,0,0,0,0,22,17,4,0,1,1,6,1,
150,12494,4,Normal,40,5,5,5,0,17,27,1,1,40,0,2,2,7,0,0,11,0,0,0,0,166,-10,23,0,1,1,6,1,
150,12494,5,Normal,28,4,4,4,0,27,41,1,4,60,0,2,3,10,0,0,2,0,0,0,0,150,9,22,0,1,1,6,2,+1 levelup
150,12494,6,Normal,2,1,1,0,0,41,0,4,4,0,0,3,3,2,0,0,0,0,0,0,0,45,41,13,1,0,0,6,2,party wiped
151,12495,1,Normal,31,4,4,4,0,27,27,0,0,80,0,1,1,3,4,0,15,3,3,0,0,112,0,15,0,1,1,5,1,floor1_town
151,12495,2,Normal,31,4,4,4,0,27,27,0,2,80,0,1,2,0,2,0,17,1,3,0,0,112,9,12,0,1,1,5,1,+1 levelup
151,12495,3,Normal,33,5,5,5,0,27,24,2,2,100,0,2,2,11,1,3,7,0,0,0,0,184,3,30,0,1,1,5,2,
151,12495,4,Normal,34,4,4,4,0,24,6,2,3,80,0,2,3,9,0,0,0,0,0,0,0,178,38,22,0,1,1,5,2,+1 levelup
151,12495,5,Normal,3,1,1,0,0,6,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,17,40,3,1,0,0,5,2,party wiped
152,12496,1,Normal,40,7,7,7,0,27,36,0,2,140,0,1,2,4,16,4,15,3,3,0,0,196,0,37,0,1,1,8,1,floor1_town; +1 levelup
152,12496,2,Normal,31,4,4,3,0,36,0,2,2,60,0,2,2,2,3,3,15,0,0,0,0,84,36,18,1,0,0,8,1,party wiped
153,12497,1,Normal,32,5,5,5,0,27,35,0,3,100,0,1,2,4,9,4,15,3,3,0,0,140,0,27,0,1,1,6,1,floor1_town; +1 levelup
153,12497,2,Normal,39,4,4,4,0,35,23,3,3,80,0,2,2,2,3,3,13,0,0,0,0,112,12,19,0,1,1,6,1,
153,12497,3,Normal,30,2,2,2,0,23,17,3,3,20,0,2,2,2,0,0,13,0,0,0,0,72,6,8,0,1,1,6,2,
153,12497,4,Normal,35,5,5,5,0,17,23,3,3,60,0,2,2,7,0,0,6,0,0,0,0,172,-6,23,0,1,1,6,1,
153,12497,5,Normal,33,3,3,3,0,23,28,3,3,20,0,2,2,3,0,0,5,0,0,0,0,72,-5,13,0,1,1,6,1,
153,12497,6,Normal,38,5,5,5,0,28,15,3,5,80,0,2,3,5,0,0,0,0,0,0,0,156,32,24,0,1,1,6,1,+1 levelup
153,12497,7,Normal,33,3,3,0,2,15,0,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,15,2,1,0,0,6,2,party wiped; flee×2
154,12498,1,Normal,40,5,5,5,0,27,35,0,2,100,0,1,2,8,13,0,15,3,3,0,0,140,0,30,0,1,1,6,1,floor1_town; +1 levelup
154,12498,2,Normal,40,6,6,6,0,35,35,2,2,120,0,2,2,4,3,3,11,0,0,0,0,168,0,28,0,1,1,6,1,
154,12498,3,Normal,22,3,3,2,0,35,0,2,2,20,0,2,2,4,0,0,8,0,0,0,0,85,35,14,1,0,0,6,2,party wiped
155,12499,1,Normal,33,3,3,3,0,27,27,0,0,60,0,1,1,3,6,2,15,3,3,0,0,84,0,21,0,1,1,4,1,floor1_town
155,12499,2,Normal,32,4,4,4,0,27,35,0,2,80,0,1,2,5,3,3,12,0,0,0,0,112,12,24,0,1,1,4,1,+1 levelup
155,12499,3,Normal,32,4,4,4,0,35,21,2,2,40,0,2,2,4,0,0,8,0,0,0,0,122,14,15,0,1,1,4,2,
155,12499,4,Normal,30,2,2,2,0,21,35,2,2,40,0,2,2,4,0,0,5,0,0,0,0,78,-14,8,0,1,1,4,1,
155,12499,5,Normal,1,1,1,0,0,35,0,2,2,0,0,2,2,5,0,0,0,0,0,0,0,15,35,12,1,0,0,4,2,party wiped
156,12500,1,Normal,25,3,3,3,0,27,27,0,0,60,0,1,1,0,4,0,15,3,3,0,0,84,0,9,0,1,1,4,1,floor1_town
156,12500,2,Normal,31,3,3,3,0,27,15,0,2,60,0,1,2,2,3,3,13,0,0,0,0,84,21,17,0,1,1,4,1,+1 levelup
156,12500,3,Normal,30,1,1,1,0,15,24,2,2,20,0,2,2,1,0,0,12,0,0,0,0,28,-9,3,0,1,1,4,1,
156,12500,4,Normal,33,4,4,4,0,24,24,2,2,80,0,2,2,8,0,0,5,0,0,0,0,156,0,19,0,1,1,4,1,
156,12500,5,Normal,32,5,5,2,2,24,0,2,2,20,0,2,2,6,0,0,0,0,0,0,0,111,24,16,1,0,0,4,1,party wiped; flee×2
157,12501,1,Normal,34,3,3,3,0,27,27,0,0,60,0,1,1,2,9,0,15,3,3,0,0,84,0,18,0,1,1,4,1,floor1_town
157,12501,2,Normal,33,3,3,3,0,27,34,0,2,60,0,1,2,5,3,1,12,0,2,0,0,84,0,16,0,1,1,4,1,+1 levelup
157,12501,3,Normal,25,2,2,2,0,34,15,2,2,20,0,2,2,0,0,2,13,0,0,0,0,72,19,6,0,1,1,4,2,
157,12501,4,Normal,34,2,2,2,0,15,34,2,2,40,0,2,2,5,0,0,8,0,0,0,0,78,-19,15,0,1,1,4,1,
157,12501,5,Normal,8,2,2,1,0,34,0,2,2,40,0,2,2,3,0,0,7,0,0,0,0,69,34,8,1,0,0,4,1,party wiped
158,12502,1,Normal,26,3,3,3,0,27,27,0,0,60,0,1,1,3,8,1,15,3,3,0,0,84,0,16,0,1,1,4,1,floor1_town
158,12502,2,Normal,17,3,3,2,0,27,0,0,1,40,0,1,2,4,3,3,12,0,0,0,0,69,47,17,1,0,0,4,1,party wiped; +1 levelup
159,12503,1,Normal,34,3,3,3,0,27,27,0,0,60,0,1,1,2,8,1,15,3,3,0,0,84,0,16,0,1,1,4,1,floor1_town
159,12503,2,Normal,40,4,4,4,0,27,34,0,3,80,0,1,2,4,3,3,13,0,0,0,0,112,0,20,0,1,1,4,1,+1 levelup
159,12503,3,Normal,33,3,3,3,0,34,27,3,3,40,0,2,2,2,0,0,13,0,0,0,0,78,7,15,0,1,1,4,1,
159,12503,4,Normal,35,2,2,2,0,27,34,3,3,20,0,2,2,2,0,0,11,0,0,0,0,72,-7,9,0,1,1,4,2,
159,12503,5,Normal,36,2,2,2,0,34,20,3,3,0,0,2,2,0,0,0,11,0,0,0,0,44,14,5,0,1,1,4,1,
159,12503,6,Normal,16,2,2,1,0,20,0,3,3,20,0,2,2,2,0,0,9,0,0,0,0,50,20,5,1,0,0,4,2,party wiped
160,12504,1,Normal,27,2,2,2,0,27,27,0,0,40,0,1,1,1,5,0,15,3,3,0,0,56,0,8,0,1,1,3,1,floor1_town
160,12504,2,Normal,34,3,3,3,0,27,36,0,2,60,0,1,2,5,3,3,12,0,0,0,0,84,0,17,0,1,1,3,1,+1 levelup
160,12504,3,Normal,20,3,3,2,0,36,0,2,2,40,0,2,2,6,0,0,8,0,0,0,0,118,36,16,1,0,0,3,2,party wiped
161,12505,1,Normal,35,4,4,4,0,27,27,0,0,80,0,1,1,3,7,1,15,3,3,0,0,112,0,22,0,1,1,5,1,floor1_town
161,12505,2,Normal,40,4,4,4,0,27,36,0,2,80,0,1,2,7,3,3,8,0,0,0,0,112,0,25,0,1,1,5,1,+1 levelup
161,12505,3,Normal,35,6,6,5,0,36,0,2,2,20,0,2,2,8,0,0,0,0,0,0,0,188,36,29,1,0,0,5,2,party wiped
162,12506,1,Normal,27,1,1,1,0,27,27,0,0,20,0,1,1,0,1,0,15,3,3,0,0,28,0,3,0,1,1,2,1,floor1_town
162,12506,2,Normal,35,4,4,4,0,27,36,0,3,80,0,1,2,6,2,0,9,1,3,0,0,112,0,13,0,1,1,2,1,+1 levelup
162,12506,3,Normal,25,4,4,3,0,36,0,3,3,60,0,2,2,9,1,3,0,0,0,0,0,165,36,27,1,0,0,2,2,party wiped
163,12507,1,Normal,36,4,4,4,0,27,27,0,0,80,0,1,1,2,8,2,15,3,3,0,0,112,0,19,0,1,1,5,1,floor1_town
163,12507,2,Normal,36,4,4,4,0,27,17,0,2,80,0,1,2,2,3,3,13,0,0,0,0,112,18,17,0,1,1,5,1,+1 levelup
163,12507,3,Normal,9,2,2,1,0,17,0,2,2,20,0,2,2,2,0,0,13,0,0,0,0,62,17,7,1,0,0,5,2,party wiped
164,12508,1,Normal,28,2,2,2,0,27,27,0,0,40,0,1,1,1,5,1,15,3,3,0,0,56,0,14,0,1,1,3,1,floor1_town
164,12508,2,Normal,30,4,4,4,0,27,35,0,1,80,0,1,2,1,3,3,14,0,0,0,0,112,0,18,0,1,1,3,1,+1 levelup
164,12508,3,Normal,26,4,4,4,0,35,28,1,1,60,0,2,2,5,0,0,11,0,0,0,0,128,7,16,0,1,1,3,1,
164,12508,4,Normal,9,2,2,1,0,28,0,1,1,0,0,2,2,5,0,0,6,0,0,0,0,62,28,17,1,0,0,3,2,party wiped
165,12509,1,Normal,36,6,6,6,0,27,34,0,2,120,0,1,2,5,14,2,15,3,3,0,0,168,0,30,0,1,1,7,1,floor1_town; +1 levelup
165,12509,2,Normal,27,3,3,3,0,34,34,2,2,60,0,2,2,1,1,0,14,2,3,0,0,84,0,7,0,1,1,7,1,
165,12509,3,Normal,32,2,2,2,0,34,34,2,2,20,0,2,2,1,2,2,13,0,1,0,0,72,0,10,0,1,1,7,1,
165,12509,4,Normal,30,5,5,4,0,34,0,2,2,60,0,2,2,15,0,1,0,0,0,0,0,233,34,40,1,0,0,7,2,party wiped
166,12510,1,Normal,29,3,3,3,0,27,27,0,0,60,0,1,1,3,7,0,15,3,3,0,0,84,0,16,0,1,1,4,1,floor1_town
166,12510,2,Normal,20,3,3,2,0,27,0,0,1,40,0,1,2,4,3,3,13,0,0,0,0,69,34,20,1,0,0,4,1,party wiped; +1 levelup
167,12511,1,Normal,37,2,2,2,0,27,27,0,0,40,0,1,1,4,5,3,15,3,3,0,0,56,0,14,0,1,1,3,1,floor1_town
167,12511,2,Normal,37,5,5,5,0,27,35,0,2,100,0,1,2,5,3,3,11,0,0,0,0,140,0,23,0,1,1,3,1,+1 levelup
167,12511,3,Normal,25,4,4,4,0,35,35,2,2,20,0,2,2,1,0,0,11,0,0,0,0,94,0,9,0,1,1,3,1,
167,12511,4,Normal,1,1,1,0,0,35,0,2,2,0,0,2,2,0,0,0,13,0,0,0,0,30,35,2,1,0,0,3,2,party wiped
168,12512,1,Normal,29,3,3,3,0,27,27,0,0,60,0,1,1,4,8,3,15,3,3,0,0,84,0,21,0,1,1,4,1,floor1_town
168,12512,2,Normal,25,3,3,3,0,27,23,0,2,60,0,1,2,2,3,3,14,0,0,0,0,84,12,13,0,1,1,4,1,+1 levelup
168,12512,3,Normal,40,4,4,4,0,23,35,2,2,80,0,2,2,8,0,0,8,0,0,0,0,178,-12,23,0,1,1,4,1,
168,12512,4,Normal,35,1,1,1,0,35,24,2,2,0,0,2,2,3,0,0,6,0,0,0,0,44,11,10,0,1,1,4,2,
168,12512,5,Normal,40,4,4,4,0,24,14,2,2,60,0,2,2,8,0,0,0,0,0,0,0,172,10,22,0,1,1,4,1,
168,12512,6,Normal,6,1,1,0,0,14,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,18,14,1,1,0,0,4,2,party wiped
169,12513,1,Normal,38,5,5,5,0,27,35,0,1,100,0,1,2,4,13,1,15,3,3,0,0,140,0,27,0,1,1,6,1,floor1_town; +1 levelup
169,12513,2,Normal,26,3,3,3,0,35,35,1,1,60,0,2,2,0,3,2,16,0,1,0,0,84,0,11,0,1,1,6,1,
169,12513,3,Normal,27,3,3,2,0,35,0,1,1,40,0,2,2,7,0,1,11,0,0,0,0,95,35,21,1,0,0,6,2,party wiped
170,12514,1,Normal,30,4,4,4,0,27,27,0,0,80,0,1,1,4,9,1,15,3,3,0,0,112,0,21,0,1,1,5,1,floor1_town
170,12514,2,Normal,40,4,4,4,0,27,34,0,1,80,0,1,2,2,3,3,13,0,0,0,0,112,0,20,0,1,1,5,1,+1 levelup
170,12514,3,Normal,35,5,5,5,0,34,29,1,1,20,0,2,2,8,0,0,7,0,0,0,0,138,5,29,0,1,1,5,1,
