run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,battles_fled,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,medicinal_herb_use_count,potion_use_count,dawn_chalice_use_count,medicinal_herb_remain_after,potion_remain_after,chalice_remain_after,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,floor1_town_uses_cumulative,notes
90,12434,1,Normal,34,5,5,5,0,27,36,0,1,100,0,1,2,8,15,5,15,3,3,0,0,140,12,37,0,1,1,6,floor1_town; +1 levelup
90,12434,2,Normal,29,2,2,2,0,36,36,1,1,40,0,2,2,0,3,1,18,0,2,0,0,56,0,10,0,1,1,6,
90,12434,3,Normal,27,5,5,5,0,36,27,1,1,100,0,2,2,3,0,2,18,0,0,0,0,140,9,21,0,1,1,6,
90,12434,4,Normal,33,3,3,3,0,27,45,1,3,60,0,2,3,4,0,0,17,0,0,0,0,84,-9,13,0,1,1,6,+1 levelup
90,12434,5,Normal,29,3,3,3,0,45,42,3,3,60,0,3,3,2,0,0,18,0,0,0,0,84,3,10,0,1,1,6,
90,12434,6,Normal,33,1,1,1,0,42,42,3,3,20,0,3,3,0,0,0,18,0,0,0,0,28,0,2,0,1,1,6,
90,12434,7,Normal,29,3,3,3,0,42,24,3,3,60,0,3,3,2,0,0,16,0,0,0,0,84,18,16,0,1,1,6,
90,12434,8,Normal,25,2,2,2,0,24,45,3,3,40,0,3,3,2,0,0,14,0,0,0,0,56,-21,7,0,1,1,6,
90,12434,9,Normal,36,1,1,1,0,45,24,3,3,20,0,3,3,0,0,0,14,0,0,0,0,28,21,4,0,1,1,6,
90,12434,10,Normal,33,5,5,5,0,24,53,3,5,100,0,3,4,3,0,0,11,0,0,0,0,140,-5,21,0,1,1,6,+1 levelup
91,12435,1,Normal,26,2,2,2,0,27,27,0,0,40,0,1,1,1,4,0,15,3,3,0,0,56,0,10,0,1,1,3,floor1_town
91,12435,2,Normal,32,3,3,2,0,27,0,0,0,40,0,1,1,5,3,3,13,0,0,0,0,79,27,21,1,0,0,3,party wiped
92,12436,1,Normal,34,2,2,2,0,27,27,0,0,40,0,1,1,1,3,0,15,3,3,0,0,56,0,7,0,1,1,3,floor1_town
92,12436,2,Normal,25,3,3,3,0,27,35,0,2,60,0,1,2,4,3,2,14,0,1,0,0,84,0,16,0,1,1,3,+1 levelup
92,12436,3,Normal,8,2,2,1,0,35,0,2,2,20,0,2,2,0,0,1,17,0,0,0,0,41,35,7,1,0,0,3,party wiped
93,12437,1,Normal,27,3,3,3,0,27,27,0,0,60,0,1,1,3,8,5,15,3,3,0,0,84,12,23,0,1,1,4,floor1_town
93,12437,2,Normal,33,2,2,2,0,27,36,0,2,40,0,1,2,2,3,0,16,0,3,0,0,56,0,8,0,1,1,4,+1 levelup
93,12437,3,Normal,39,5,5,5,0,36,36,2,2,100,0,2,2,2,0,3,17,0,0,0,0,140,0,14,0,1,1,4,
93,12437,4,Normal,30,4,4,4,0,36,15,2,2,80,0,2,2,1,0,0,19,0,0,0,0,112,21,13,0,1,1,4,
93,12437,5,Normal,37,5,5,5,0,15,25,2,5,100,0,2,3,2,0,0,20,0,0,0,0,140,10,14,0,1,1,4,+1 levelup
93,12437,6,Normal,30,1,1,1,0,25,44,5,5,20,0,3,3,1,0,0,19,0,0,0,0,28,-19,2,0,1,1,4,
93,12437,7,Normal,30,4,4,4,0,44,44,5,5,80,0,3,3,3,0,0,16,0,0,0,0,112,0,14,0,1,1,4,
93,12437,8,Normal,29,2,2,2,0,44,33,5,5,40,0,3,3,0,0,0,16,0,0,0,0,56,11,4,0,1,1,4,
93,12437,9,Normal,35,4,4,4,0,33,51,5,7,80,0,3,4,4,0,0,12,0,0,0,0,112,-6,14,0,1,1,4,+1 levelup
93,12437,10,Normal,32,5,5,5,0,51,37,7,7,100,0,4,4,3,0,0,9,0,0,0,0,140,14,16,0,1,1,4,
94,12438,1,Normal,35,5,5,5,0,27,34,0,1,100,0,1,2,9,9,2,15,3,3,0,0,140,0,28,0,1,1,6,floor1_town; +1 levelup
94,12438,2,Normal,40,4,4,4,0,34,23,1,1,80,0,2,2,2,3,3,16,0,0,0,0,112,11,19,0,1,1,6,
94,12438,3,Normal,35,4,4,4,0,23,34,1,1,80,0,2,2,5,0,0,14,0,0,0,0,112,-11,14,0,1,1,6,
94,12438,4,Normal,26,5,5,5,0,34,25,1,3,100,0,2,3,5,0,0,12,0,0,0,0,140,29,23,0,1,1,6,+1 levelup
94,12438,5,Normal,30,3,3,3,0,25,43,3,3,60,0,3,3,3,0,0,12,0,0,0,0,84,-18,12,0,1,1,6,
94,12438,6,Normal,35,4,4,4,0,43,27,3,3,80,0,3,3,2,0,0,10,0,0,0,0,112,16,14,0,1,1,6,
94,12438,7,Normal,28,2,2,2,0,27,34,3,3,40,0,3,3,2,0,0,8,0,0,0,0,56,-7,10,0,1,1,6,
94,12438,8,Normal,28,4,4,4,0,34,31,3,6,80,0,3,4,1,0,0,7,0,0,0,0,112,24,13,0,1,1,6,+1 levelup
94,12438,9,Normal,38,3,3,3,0,31,28,6,6,60,0,4,4,1,0,0,6,0,0,0,0,84,3,8,0,1,1,6,
94,12438,10,Normal,32,3,3,3,0,28,28,6,6,60,0,4,4,1,0,0,5,0,0,0,0,84,0,7,0,1,1,6,
95,12439,1,Normal,27,1,1,1,0,27,27,0,0,20,0,1,1,1,2,0,15,3,3,0,0,28,0,4,0,1,1,2,floor1_town
95,12439,2,Normal,32,3,3,3,0,27,18,0,0,60,0,1,1,4,3,3,14,0,0,0,0,84,9,17,0,1,1,2,
95,12439,3,Normal,40,3,3,3,0,18,19,0,3,60,0,1,2,4,0,0,13,0,0,0,0,84,7,13,0,1,1,2,+1 levelup
95,12439,4,Normal,37,3,3,3,0,19,35,3,3,60,0,2,2,4,0,0,12,0,0,0,0,84,-16,13,0,1,1,2,
95,12439,5,Normal,26,2,2,2,0,35,24,3,3,40,0,2,2,1,0,0,14,0,0,0,0,56,11,7,0,1,1,2,
95,12439,6,Normal,35,4,4,4,0,24,33,3,5,80,0,2,3,6,0,0,8,0,0,0,0,112,-2,18,0,1,1,2,+1 levelup
95,12439,7,Normal,35,5,5,5,0,33,28,5,5,100,0,3,3,3,0,0,5,0,0,0,0,140,5,14,0,1,1,2,
95,12439,8,Normal,29,4,4,4,0,28,19,5,5,80,0,3,3,2,0,0,3,0,0,0,0,112,9,11,0,1,1,2,
95,12439,9,Normal,33,4,4,3,1,19,10,5,5,60,0,3,3,3,0,0,0,0,0,0,0,84,9,13,0,1,1,2,flee×1
95,12439,10,Normal,38,1,1,0,1,10,10,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,flee×1
96,12440,1,Normal,36,3,3,3,0,27,27,0,0,60,0,1,1,5,5,0,15,3,3,0,0,84,0,16,0,1,1,4,floor1_town
96,12440,2,Normal,25,3,3,3,0,27,18,0,1,60,0,1,2,2,3,3,16,0,0,0,0,84,30,17,0,1,1,4,+1 levelup
96,12440,3,Normal,5,1,1,0,0,18,0,1,1,0,0,2,2,1,0,0,18,0,0,0,0,0,18,3,1,0,0,4,party wiped
97,12441,1,Normal,28,3,3,3,0,27,27,0,0,60,0,1,1,6,7,0,15,3,3,0,0,84,0,17,0,1,1,4,floor1_town
97,12441,2,Normal,26,2,2,1,0,27,0,0,0,20,0,1,1,4,3,3,14,0,0,0,0,55,27,15,1,0,0,4,party wiped
98,12442,1,Normal,36,4,4,4,0,27,27,0,0,80,0,1,1,2,12,2,15,3,3,0,0,112,0,28,0,1,1,5,floor1_town
98,12442,2,Normal,27,5,5,5,0,27,34,0,3,100,0,1,2,3,3,3,15,0,0,0,0,140,0,27,0,1,1,5,+1 levelup
98,12442,3,Normal,27,3,3,3,0,34,18,3,3,60,0,2,2,4,0,0,14,0,0,0,0,84,16,18,0,1,1,5,
98,12442,4,Normal,31,4,4,4,0,18,33,3,6,80,0,2,3,4,0,0,13,0,0,0,0,112,-7,13,0,1,1,5,+1 levelup
98,12442,5,Normal,31,3,3,3,0,33,33,6,6,60,0,3,3,2,0,0,14,0,0,0,0,84,0,11,0,1,1,5,
98,12442,6,Normal,26,1,1,1,0,33,28,6,6,20,0,3,3,1,0,0,13,0,0,0,0,28,5,5,0,1,1,5,
98,12442,7,Normal,36,3,3,3,0,28,28,6,6,60,0,3,3,2,0,0,11,0,0,0,0,84,0,10,0,1,1,5,
98,12442,8,Normal,38,4,4,4,0,28,24,6,6,80,0,3,3,2,0,0,9,0,0,0,0,112,4,13,0,1,1,5,
98,12442,9,Normal,30,0,0,0,0,24,24,6,6,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,1,1,5,
98,12442,10,Normal,26,2,2,2,0,24,23,6,6,40,0,3,3,2,0,0,7,0,0,0,0,56,1,8,0,1,1,5,
99,12443,1,Normal,29,4,4,4,0,27,27,0,0,80,0,1,1,2,8,1,15,3,3,0,0,112,0,17,0,1,1,5,floor1_town
99,12443,2,Normal,35,6,6,6,0,27,16,0,3,120,0,1,2,1,3,3,17,0,0,0,0,168,18,23,0,1,1,5,+1 levelup
99,12443,3,Normal,30,5,5,5,0,16,41,3,4,100,0,2,3,4,0,0,16,0,0,0,0,140,-9,16,0,1,1,5,+1 levelup
99,12443,4,Normal,38,3,3,3,0,41,32,4,4,60,0,3,3,1,0,0,18,0,0,0,0,84,9,8,0,1,1,5,
99,12443,5,Normal,29,3,3,3,0,32,30,4,4,60,0,3,3,4,0,0,17,0,0,0,0,84,2,18,0,1,1,5,
99,12443,6,Normal,33,4,4,4,0,30,27,4,4,80,0,3,3,4,0,0,13,0,0,0,0,112,3,15,0,1,1,5,
99,12443,7,Normal,37,6,6,6,0,27,49,4,6,120,0,3,4,2,0,0,11,0,0,0,0,168,9,21,0,1,1,5,+1 levelup
99,12443,8,Normal,25,5,5,5,0,49,41,6,6,100,0,4,4,2,0,0,9,0,0,0,0,140,8,16,0,1,1,5,
99,12443,9,Normal,27,5,5,5,0,41,22,6,6,100,0,4,4,1,0,0,8,0,0,0,0,140,19,12,0,1,1,5,
99,12443,10,Normal,27,3,3,3,0,22,49,6,6,60,0,4,4,3,0,0,5,0,0,0,0,84,-27,12,0,1,1,5,
100,12444,1,Normal,37,3,3,3,0,27,27,0,0,60,0,1,1,2,6,2,15,3,3,0,0,84,0,17,0,1,1,4,floor1_town
100,12444,2,Normal,37,8,8,8,0,27,34,0,1,160,0,1,2,8,3,3,10,0,0,0,0,224,0,38,0,1,1,4,+1 levelup
100,12444,3,Normal,26,1,1,1,0,34,22,1,1,20,0,2,2,1,0,0,12,0,0,0,0,28,12,5,0,1,1,4,
100,12444,4,Normal,39,4,4,4,0,22,23,1,2,80,0,2,3,6,0,0,9,0,0,0,0,112,6,20,0,1,1,4,+1 levelup
100,12444,5,Normal,37,3,3,3,0,23,22,2,2,60,0,3,3,2,0,0,10,0,0,0,0,84,1,10,0,1,1,4,
100,12444,6,Normal,35,2,2,2,0,22,25,2,2,40,0,3,3,2,0,0,8,0,0,0,0,56,-3,8,0,1,1,4,
100,12444,7,Normal,28,3,3,3,0,25,30,2,2,60,0,3,3,3,0,0,5,0,0,0,0,84,-5,12,0,1,1,4,
100,12444,8,Normal,27,3,3,3,0,30,41,2,2,60,0,3,3,4,0,0,1,0,0,0,0,84,-11,16,0,1,1,4,
100,12444,9,Normal,38,6,6,5,1,41,8,2,5,100,0,3,4,1,0,0,0,0,0,0,0,140,52,15,0,1,1,4,+1 levelup; flee×1
100,12444,10,Normal,27,3,3,0,2,8,0,5,5,0,0,4,4,0,0,0,0,0,0,0,0,15,8,1,1,0,0,4,party wiped; flee×2
101,12445,1,Normal,29,5,5,5,0,27,35,0,2,100,0,1,2,7,12,4,15,3,3,0,0,140,0,32,0,1,1,6,floor1_town; +1 levelup
101,12445,2,Normal,33,3,3,3,0,35,35,2,2,60,0,2,2,0,3,3,18,0,0,0,0,84,0,10,0,1,1,6,
101,12445,3,Normal,16,1,1,0,0,35,0,2,2,0,0,2,2,0,0,0,21,0,0,0,0,26,35,2,1,0,0,6,party wiped
102,12446,1,Normal,38,4,4,4,0,27,27,0,0,80,0,1,1,4,8,3,15,3,3,0,0,112,0,30,0,1,1,5,floor1_town
102,12446,2,Normal,27,2,2,2,0,27,34,0,2,40,0,1,2,1,3,1,17,0,2,0,0,56,0,10,0,1,1,5,+1 levelup
102,12446,3,Normal,39,2,2,2,0,34,34,2,2,40,0,2,2,0,0,2,20,0,0,0,0,56,0,4,0,1,1,5,
102,12446,4,Normal,13,2,2,1,0,34,0,2,2,20,0,2,2,2,0,0,21,0,0,0,0,51,34,12,1,0,0,5,party wiped
103,12447,1,Normal,30,2,2,2,0,27,27,0,0,40,0,1,1,2,6,0,15,3,3,0,0,56,0,11,0,1,1,3,floor1_town
103,12447,2,Normal,31,3,3,3,0,27,36,0,1,60,0,1,2,2,3,0,16,0,3,0,0,84,0,11,0,1,1,3,+1 levelup
103,12447,3,Normal,27,4,4,4,0,36,25,1,1,80,0,2,2,4,0,3,15,0,0,0,0,112,11,20,0,1,1,3,
103,12447,4,Normal,35,4,4,4,0,25,36,1,1,80,0,2,2,3,0,0,15,0,0,0,0,112,-11,12,0,1,1,3,
103,12447,5,Normal,38,3,3,3,0,36,44,1,3,60,0,2,3,3,0,0,15,0,0,0,0,84,0,11,0,1,1,3,+1 levelup
103,12447,6,Normal,38,6,6,6,0,44,21,3,3,120,0,3,3,5,0,0,10,0,0,0,0,168,23,27,0,1,1,3,
103,12447,7,Normal,35,3,3,3,0,21,35,3,3,60,0,3,3,2,0,0,8,0,0,0,0,84,-14,9,0,1,1,3,
103,12447,8,Normal,35,4,4,4,0,35,30,3,3,80,0,3,3,3,0,0,5,0,0,0,0,112,5,16,0,1,1,3,
103,12447,9,Normal,31,5,5,5,0,30,36,3,6,100,0,3,4,1,0,0,4,0,0,0,0,140,25,13,0,1,1,3,+1 levelup
103,12447,10,Normal,25,2,2,2,0,36,46,6,6,40,0,4,4,2,0,0,2,0,0,0,0,56,-10,8,0,1,1,3,
104,12448,1,Normal,39,3,3,3,0,27,27,0,0,60,0,1,1,1,7,2,15,3,3,0,0,84,0,16,0,1,1,4,floor1_town
104,12448,2,Normal,40,5,5,5,0,27,19,0,1,100,0,1,2,5,3,3,13,0,0,0,0,140,16,21,0,1,1,4,+1 levelup
104,12448,3,Normal,37,4,4,4,0,19,35,1,1,80,0,2,2,4,0,0,12,0,0,0,0,112,-16,13,0,1,1,4,
104,12448,4,Normal,25,4,4,4,0,35,34,1,3,80,0,2,3,4,0,0,11,0,0,0,0,112,9,14,0,1,1,4,+1 levelup
104,12448,5,Normal,35,5,5,5,0,34,43,3,3,100,0,3,3,5,0,0,9,0,0,0,0,140,-9,24,0,1,1,4,
104,12448,6,Normal,31,4,4,4,0,43,21,3,3,80,0,3,3,3,0,0,6,0,0,0,0,112,22,16,0,1,1,4,
104,12448,7,Normal,32,4,4,4,0,21,27,3,3,80,0,3,3,2,0,0,4,0,0,0,0,112,-6,12,0,1,1,4,
104,12448,8,Normal,37,5,5,5,0,27,51,3,5,100,0,3,4,4,0,0,0,0,0,0,0,140,-6,19,0,1,1,4,+1 levelup
104,12448,9,Normal,28,5,5,5,0,51,28,5,5,100,0,4,4,0,0,0,0,0,0,0,0,140,23,8,0,1,1,4,
104,12448,10,Normal,33,2,2,1,1,28,14,5,5,20,0,4,4,0,0,0,0,0,0,0,0,28,14,2,0,1,1,4,flee×1
105,12449,1,Normal,31,5,5,5,0,27,34,0,1,100,0,1,2,4,6,3,15,3,3,0,0,140,12,24,0,1,1,6,floor1_town; +1 levelup
105,12449,2,Normal,35,5,5,4,0,34,0,1,1,80,0,2,2,0,3,3,18,0,0,0,0,125,34,18,1,0,0,6,party wiped
106,12450,1,Normal,39,6,6,6,0,27,35,0,2,120,0,1,2,5,11,2,15,3,3,0,0,168,0,39,0,1,1,7,floor1_town; +1 levelup
106,12450,2,Normal,27,2,2,2,0,35,35,2,2,40,0,2,2,0,2,0,18,1,3,0,0,56,0,4,0,1,1,7,
106,12450,3,Normal,32,4,4,4,0,35,24,2,2,80,0,2,2,1,1,3,20,0,0,0,0,112,11,11,0,1,1,7,
106,12450,4,Normal,39,4,4,4,0,24,21,2,4,80,0,2,3,3,0,0,20,0,0,0,0,112,23,15,0,1,1,7,+1 levelup
106,12450,5,Normal,26,3,3,3,0,21,42,4,4,60,0,3,3,2,0,0,21,0,0,0,0,84,-21,9,0,1,1,7,
106,12450,6,Normal,25,4,4,4,0,42,26,4,4,80,0,3,3,3,0,0,18,0,0,0,0,112,16,18,0,1,1,7,
106,12450,7,Normal,25,2,2,2,0,26,26,4,4,40,0,3,3,1,0,0,17,0,0,0,0,56,0,5,0,1,1,7,
106,12450,8,Normal,26,3,3,3,0,26,25,4,4,60,0,3,3,3,0,0,14,0,0,0,0,84,1,19,0,1,1,7,
106,12450,9,Normal,30,3,3,3,0,25,30,4,7,60,0,3,4,2,0,0,12,0,0,0,0,84,16,15,0,1,1,7,+1 levelup
106,12450,10,Normal,29,2,2,2,0,30,25,7,7,40,0,4,4,1,0,0,11,0,0,0,0,56,5,8,0,1,1,7,
107,12451,1,Normal,32,4,4,4,0,27,27,0,0,80,0,1,1,4,10,3,15,3,3,0,0,112,0,22,0,1,1,5,floor1_town
107,12451,2,Normal,34,1,1,1,0,27,35,0,2,20,0,1,2,1,3,0,17,0,3,0,0,28,0,6,0,1,1,5,+1 levelup
107,12451,3,Normal,26,3,3,3,0,35,35,2,2,60,0,2,2,0,0,1,20,0,2,0,0,84,0,7,0,1,1,5,
107,12451,4,Normal,34,3,3,3,0,35,24,2,2,60,0,2,2,2,0,2,21,0,0,0,0,84,11,13,0,1,1,5,
107,12451,5,Normal,33,4,4,4,0,24,42,2,4,80,0,2,3,6,0,0,18,0,0,0,0,112,5,22,0,1,1,5,+1 levelup
107,12451,6,Normal,37,4,4,4,0,42,24,4,4,80,0,3,3,2,0,0,16,0,0,0,0,112,18,13,0,1,1,5,
107,12451,7,Normal,26,2,2,2,0,24,41,4,4,40,0,3,3,2,0,0,14,0,0,0,0,56,-17,9,0,1,1,5,
107,12451,8,Normal,40,5,5,5,0,41,42,4,4,100,0,3,3,5,0,0,9,0,0,0,0,140,-1,20,0,1,1,5,
107,12451,9,Normal,32,4,4,4,0,42,51,4,6,80,0,3,4,2,0,0,7,0,0,0,0,112,7,12,0,1,1,5,+1 levelup
107,12451,10,Normal,35,4,4,4,0,51,33,6,6,80,0,4,4,1,0,0,6,0,0,0,0,112,18,9,0,1,1,5,
108,12452,1,Normal,40,4,4,4,0,27,27,0,0,80,0,1,1,5,9,3,15,3,3,0,0,112,12,23,0,1,1,5,floor1_town
108,12452,2,Normal,28,3,3,3,0,27,34,0,3,60,0,1,2,3,3,3,15,0,0,0,0,84,0,16,0,1,1,5,+1 levelup
108,12452,3,Normal,27,5,5,4,0,34,0,3,3,80,0,2,2,6,0,0,12,0,0,0,0,133,34,22,1,0,0,5,party wiped
109,12453,1,Normal,32,3,3,3,0,27,27,0,0,60,0,1,1,1,8,3,15,3,3,0,0,84,0,19,0,1,1,4,floor1_town
109,12453,2,Normal,30,3,3,3,0,27,36,0,1,60,0,1,2,6,3,3,12,0,0,0,0,84,0,20,0,1,1,4,+1 levelup
109,12453,3,Normal,37,3,3,3,0,36,24,1,1,60,0,2,2,3,0,0,12,0,0,0,0,84,12,13,0,1,1,4,
109,12453,4,Normal,25,2,2,2,0,24,36,1,1,40,0,2,2,2,0,0,13,0,0,0,0,56,-12,5,0,1,1,4,
109,12453,5,Normal,35,4,4,4,0,36,45,1,4,80,0,2,3,6,0,0,10,0,0,0,0,112,0,19,0,1,1,4,+1 levelup
109,12453,6,Normal,29,1,1,1,0,45,42,4,4,20,0,3,3,2,0,0,8,0,0,0,0,28,3,7,0,1,1,4,
109,12453,7,Normal,31,3,3,3,0,42,45,4,4,60,0,3,3,2,0,0,6,0,0,0,0,84,-3,12,0,1,1,4,
109,12453,8,Normal,36,3,3,3,0,45,33,4,4,60,0,3,3,3,0,0,3,0,0,0,0,84,12,15,0,1,1,4,
109,12453,9,Normal,33,4,4,4,0,33,22,4,4,80,0,3,3,2,0,0,1,0,0,0,0,112,11,15,0,1,1,4,
109,12453,10,Normal,34,5,5,3,2,22,8,4,4,60,0,3,3,1,0,0,0,0,0,0,0,84,14,8,0,1,1,4,flee×2
110,12454,1,Normal,25,2,2,2,0,27,27,0,0,40,0,1,1,4,1,0,15,3,3,0,0,56,0,9,0,1,1,3,floor1_town
110,12454,2,Normal,31,3,3,3,0,27,34,0,3,60,0,1,2,3,3,2,15,0,1,0,0,84,0,15,0,1,1,3,+1 levelup
110,12454,3,Normal,36,5,5,5,0,34,34,3,3,100,0,2,2,7,0,1,11,0,0,0,0,140,0,25,0,1,1,3,
110,12454,4,Normal,39,6,6,6,0,34,42,3,6,120,0,2,3,3,0,0,11,0,0,0,0,168,12,17,0,1,1,3,+1 levelup
110,12454,5,Normal,33,1,1,1,0,42,42,6,6,20,0,3,3,2,0,0,12,0,0,0,0,28,0,6,0,1,1,3,
110,12454,6,Normal,30,4,4,4,0,42,28,6,6,80,0,3,3,2,0,0,10,0,0,0,0,112,14,12,0,1,1,3,
110,12454,7,Normal,34,4,4,4,0,28,28,6,6,80,0,3,3,3,0,0,7,0,0,0,0,112,0,15,0,1,1,3,
110,12454,8,Normal,34,5,5,5,0,28,50,6,8,100,0,3,4,2,0,0,5,0,0,0,0,140,7,17,0,1,1,3,+1 levelup
110,12454,9,Normal,27,3,3,3,0,50,47,8,8,60,0,4,4,1,0,0,4,0,0,0,0,84,3,7,0,1,1,3,
110,12454,10,Normal,40,6,6,6,0,47,22,8,8,120,0,4,4,3,0,0,1,0,0,0,0,168,25,21,0,1,1,3,
111,12455,1,Normal,33,3,3,3,0,27,27,0,0,60,0,1,1,6,9,5,15,3,3,0,0,84,14,29,0,1,1,4,floor1_town
111,12455,2,Normal,34,5,5,5,0,27,18,0,2,100,0,1,2,4,3,3,14,0,0,0,0,140,18,24,0,1,1,4,+1 levelup
111,12455,3,Normal,29,2,2,2,0,18,36,2,2,40,0,2,2,2,0,0,15,0,0,0,0,56,-18,7,0,1,1,4,
111,12455,4,Normal,25,3,3,2,0,36,0,2,2,40,0,2,2,0,0,0,18,0,0,0,0,69,36,5,1,0,0,4,party wiped
112,12456,1,Normal,25,3,3,3,0,27,27,0,0,60,0,1,1,3,8,4,15,3,3,0,0,84,0,20,0,1,1,4,floor1_town
112,12456,2,Normal,35,2,2,2,0,27,35,0,1,40,0,1,2,2,3,1,16,0,2,0,0,56,0,9,0,1,1,4,+1 levelup
112,12456,3,Normal,30,3,3,3,0,35,35,1,1,60,0,2,2,2,0,2,17,0,0,0,0,84,0,12,0,1,1,4,
112,12456,4,Normal,33,2,2,2,0,35,35,1,1,40,0,2,2,1,0,0,19,0,0,0,0,56,0,5,0,1,1,4,
112,12456,5,Normal,28,2,2,2,0,35,26,1,1,40,0,2,2,0,0,0,22,0,0,0,0,56,9,5,0,1,1,4,
112,12456,6,Normal,30,3,3,3,0,26,43,1,3,60,0,2,3,5,0,0,17,0,0,0,0,84,-9,15,0,1,1,4,+1 levelup
112,12456,7,Normal,40,4,4,4,0,43,34,3,3,80,0,3,3,2,0,0,15,0,0,0,0,112,9,13,0,1,1,4,
112,12456,8,Normal,37,4,4,4,0,34,34,3,3,80,0,3,3,3,0,0,12,0,0,0,0,112,0,13,0,1,1,4,
112,12456,9,Normal,29,2,2,2,0,34,20,3,3,40,0,3,3,1,0,0,11,0,0,0,0,56,14,6,0,1,1,4,
112,12456,10,Normal,30,4,4,4,0,20,41,3,3,80,0,3,3,4,0,0,7,0,0,0,0,112,-21,15,0,1,1,4,
113,12457,1,Normal,34,6,6,6,0,27,35,0,2,120,0,1,2,3,13,1,15,3,3,0,0,168,0,27,0,1,1,7,floor1_town; +1 levelup
113,12457,2,Normal,27,2,2,2,0,35,35,2,2,40,0,2,2,0,3,1,18,0,2,0,0,56,0,8,0,1,1,7,
113,12457,3,Normal,37,4,4,4,0,35,35,2,2,80,0,2,2,3,0,2,18,0,0,0,0,112,0,14,0,1,1,7,
113,12457,4,Normal,28,2,2,2,0,35,14,2,2,40,0,2,2,5,0,0,16,0,0,0,0,56,21,16,0,1,1,7,
113,12457,5,Normal,31,4,4,4,0,14,32,2,4,80,0,2,3,4,0,0,15,0,0,0,0,112,-10,17,0,1,1,7,+1 levelup
113,12457,6,Normal,40,3,3,3,0,32,32,4,4,60,0,3,3,4,0,0,11,0,0,0,0,84,0,17,0,1,1,7,
113,12457,7,Normal,33,4,4,4,0,32,27,4,4,80,0,3,3,3,0,0,8,0,0,0,0,112,5,11,0,1,1,7,
113,12457,8,Normal,35,5,5,5,0,27,51,4,5,100,0,3,4,5,0,0,3,0,0,0,0,140,-5,19,0,1,1,7,+1 levelup
113,12457,9,Normal,29,4,4,4,0,51,40,5,5,80,0,4,4,1,0,0,2,0,0,0,0,112,11,12,0,1,1,7,
113,12457,10,Normal,27,2,2,2,0,40,24,5,5,40,0,4,4,0,0,0,2,0,0,0,0,56,16,6,0,1,1,7,
114,12458,1,Normal,26,3,3,3,0,27,27,0,0,60,0,1,1,0,7,3,15,3,3,0,0,84,0,15,0,1,1,4,floor1_town
114,12458,2,Normal,35,2,2,2,0,27,35,0,1,40,0,1,2,2,3,1,16,0,2,0,0,56,0,9,0,1,1,4,+1 levelup
114,12458,3,Normal,26,4,4,4,0,35,35,1,1,80,0,2,2,3,0,2,16,0,0,0,0,112,0,13,0,1,1,4,
114,12458,4,Normal,31,1,1,1,0,35,35,1,1,20,0,2,2,1,0,0,18,0,0,0,0,28,0,3,0,1,1,4,
114,12458,5,Normal,40,6,6,6,0,35,23,1,3,120,0,2,3,5,0,0,16,0,0,0,0,168,32,21,0,1,1,4,+1 levelup
114,12458,6,Normal,31,5,5,5,0,23,21,3,3,100,0,3,3,4,0,0,12,0,0,0,0,140,2,25,0,1,1,4,
114,12458,7,Normal,40,6,6,6,0,21,34,3,3,120,0,3,3,4,0,0,8,0,0,0,0,168,-13,20,0,1,1,4,
114,12458,8,Normal,32,4,4,4,0,34,52,3,4,80,0,3,4,3,0,0,5,0,0,0,0,112,-9,14,0,1,1,4,+1 levelup
114,12458,9,Normal,30,1,1,1,0,52,34,4,4,20,0,4,4,0,0,0,5,0,0,0,0,28,18,3,0,1,1,4,
114,12458,10,Normal,30,3,3,3,0,34,32,4,4,60,0,4,4,2,0,0,3,0,0,0,0,84,2,10,0,1,1,4,
115,12459,1,Normal,34,4,4,4,0,27,27,0,0,80,0,1,1,4,8,4,15,3,3,0,0,112,0,24,0,1,1,5,floor1_town
115,12459,2,Normal,26,1,1,1,0,27,35,0,2,20,0,1,2,0,3,1,18,0,2,0,0,28,0,6,0,1,1,5,+1 levelup
115,12459,3,Normal,25,2,2,2,0,35,23,2,2,40,0,2,2,1,0,2,20,0,0,0,0,56,12,10,0,1,1,5,
115,12459,4,Normal,28,3,3,3,0,23,23,2,2,60,0,2,2,4,0,0,19,0,0,0,0,84,0,15,0,1,1,5,
115,12459,5,Normal,27,1,1,1,0,23,23,2,2,20,0,2,2,0,0,0,22,0,0,0,0,28,0,2,0,1,1,5,
115,12459,6,Normal,9,2,2,1,0,23,0,2,2,20,0,2,2,1,0,0,21,0,0,0,0,47,23,6,1,0,0,5,party wiped
116,12460,1,Normal,27,2,2,2,0,27,27,0,0,40,0,1,1,4,5,1,15,3,3,0,0,56,0,14,0,1,1,3,floor1_town
116,12460,2,Normal,38,5,5,5,0,27,34,0,1,100,0,1,2,7,3,3,11,0,0,0,0,140,9,27,0,1,1,3,+1 levelup
