run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,battles_fled,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,medicinal_herb_use_count,potion_use_count,dawn_chalice_use_count,medicinal_herb_remain_after,potion_remain_after,chalice_remain_after,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,notes
145,12489,2,Normal,22,5,5,4,0,27,0,0,0,20,0,1,1,3,2,3,0,0,0,0,0,130,27,23,1,0,0,party wiped
146,12490,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,18,27,3,1,0,0,party wiped
147,12491,1,Normal,22,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,23,27,3,1,0,0,party wiped
148,12492,1,Normal,38,4,4,4,0,27,1,0,0,20,0,1,1,3,3,3,0,0,0,0,0,112,26,25,0,1,1,
148,12492,2,Normal,22,3,3,2,0,1,0,0,0,10,0,1,1,2,0,0,1,0,0,0,0,65,27,8,1,0,0,party wiped
149,12493,1,Normal,31,4,4,4,0,27,26,0,0,20,0,1,1,3,3,2,0,0,1,0,0,112,1,23,0,1,1,
149,12493,2,Normal,7,1,1,0,0,26,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,9,26,2,1,0,0,party wiped
150,12494,1,Normal,17,2,2,1,0,27,0,0,0,5,0,1,1,3,1,0,0,2,3,0,0,46,27,10,1,0,0,party wiped
151,12495,1,Normal,6,2,2,1,0,27,0,0,0,5,0,1,1,3,2,0,0,1,3,0,0,44,27,13,1,0,0,party wiped
152,12496,1,Normal,12,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,0,27,3,1,0,0,party wiped
153,12497,1,Normal,32,4,4,4,0,27,21,0,0,20,0,1,1,3,3,3,0,0,0,0,0,112,6,19,0,1,1,
153,12497,2,Normal,3,1,1,0,0,21,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,9,21,7,1,0,0,party wiped
154,12498,1,Normal,40,3,3,3,0,27,15,0,0,15,0,1,1,3,2,0,0,1,3,0,0,84,12,12,0,1,1,
154,12498,2,Normal,21,4,4,3,0,15,0,0,0,15,0,1,1,3,1,2,0,0,1,0,0,98,15,14,1,0,0,party wiped
155,12499,1,Normal,33,1,1,1,0,27,27,0,0,5,0,1,1,2,0,0,1,3,3,0,0,28,0,8,0,1,1,
155,12499,2,Normal,16,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,3,3,3,0,0,42,27,5,1,0,0,party wiped
156,12500,1,Normal,10,3,3,2,0,27,0,0,0,10,0,1,1,2,0,0,1,3,3,0,0,65,27,10,1,0,0,party wiped
157,12501,1,Normal,32,4,4,3,0,27,0,0,0,15,0,1,1,3,2,0,0,1,3,0,0,98,27,16,1,0,0,party wiped
158,12502,1,Normal,26,2,2,2,0,27,15,0,0,10,0,1,1,3,1,0,0,2,3,0,0,56,12,13,0,1,1,
158,12502,2,Normal,28,1,1,1,0,15,27,0,0,5,0,1,1,2,0,0,1,2,3,0,0,28,-12,5,0,1,1,
158,12502,3,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,4,2,3,0,0,16,27,3,1,0,0,party wiped
159,12503,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
160,12504,1,Normal,9,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,23,27,4,1,0,0,party wiped
161,12505,1,Normal,29,3,3,2,0,27,0,0,0,10,0,1,1,3,1,0,0,2,3,0,0,83,27,15,1,0,0,party wiped
162,12506,1,Normal,11,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
163,12507,1,Normal,28,5,5,4,0,27,0,0,0,20,0,1,1,3,3,3,0,0,0,0,0,130,27,23,1,0,0,party wiped
164,12508,1,Normal,28,0,0,0,0,27,27,0,0,0,0,1,1,0,0,0,3,3,3,0,0,0,0,0,0,1,1,
164,12508,2,Normal,33,4,4,4,0,27,27,0,0,20,0,1,1,6,1,0,0,2,3,0,0,112,0,25,0,1,1,
164,12508,3,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,3,2,3,0,0,51,27,5,1,0,0,party wiped
165,12509,1,Normal,36,5,5,4,0,27,0,0,0,20,0,1,1,3,3,3,0,0,0,0,0,121,27,24,1,0,0,party wiped
166,12510,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,0,27,2,1,0,0,party wiped
167,12511,1,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
168,12512,1,Normal,6,2,2,1,0,27,0,0,0,5,0,1,1,3,1,0,0,2,3,0,0,55,27,13,1,0,0,party wiped
169,12513,1,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,23,27,5,1,0,0,party wiped
170,12514,1,Normal,30,3,3,3,0,27,15,0,0,15,0,1,1,3,3,3,0,0,0,0,0,84,12,18,0,1,1,
170,12514,2,Normal,1,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,15,1,1,0,0,party wiped
171,12515,1,Normal,14,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,42,27,4,1,0,0,party wiped
172,12516,1,Normal,7,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,51,27,9,1,0,0,party wiped
173,12517,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,1,3,3,0,0,27,27,7,1,0,0,party wiped
174,12518,1,Normal,32,5,5,4,0,27,0,0,0,20,0,1,1,3,2,0,0,1,3,0,0,121,27,18,1,0,0,party wiped
175,12519,1,Normal,40,5,5,5,0,27,23,0,0,25,0,1,1,3,3,2,0,0,1,0,0,140,4,25,0,1,1,
175,12519,2,Normal,11,1,1,0,0,23,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,27,23,5,1,0,0,party wiped
176,12520,1,Normal,7,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,28,27,6,1,0,0,party wiped
177,12521,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,3,1,0,0,party wiped
178,12522,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,3,3,3,0,0,51,27,5,1,0,0,party wiped
179,12523,1,Normal,17,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,1,3,3,0,0,28,27,6,1,0,0,party wiped
180,12524,1,Normal,16,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,0,3,3,0,0,46,27,9,1,0,0,party wiped
181,12525,1,Normal,24,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,37,27,6,1,0,0,party wiped
182,12526,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,23,27,2,1,0,0,party wiped
183,12527,1,Normal,27,1,1,1,0,27,27,0,0,5,0,1,1,2,0,0,1,3,3,0,0,28,0,5,0,1,1,
183,12527,2,Normal,12,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,4,3,3,0,0,21,27,3,1,0,0,party wiped
184,12528,1,Normal,10,1,1,0,0,27,0,0,0,0,0,1,1,3,1,0,0,2,3,0,0,27,27,8,1,0,0,party wiped
185,12529,1,Normal,28,2,2,2,0,27,27,0,0,10,0,1,1,3,0,0,0,3,3,0,0,56,0,11,0,1,1,
185,12529,2,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,28,27,6,1,0,0,party wiped
186,12530,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,37,27,5,1,0,0,party wiped
187,12531,1,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,3,0,0,0,3,3,0,0,18,27,6,1,0,0,party wiped
188,12532,1,Normal,14,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,18,27,3,1,0,0,party wiped
189,12533,1,Normal,29,3,3,3,0,27,15,0,0,15,0,1,1,3,2,0,0,1,3,0,0,84,12,18,0,1,1,
189,12533,2,Normal,14,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,3,1,3,0,0,9,15,1,1,0,0,party wiped
190,12534,1,Normal,37,2,2,2,0,27,27,0,0,10,0,1,1,3,0,0,0,3,3,0,0,56,0,9,0,1,1,
190,12534,2,Normal,31,3,3,3,0,27,27,0,0,15,0,1,1,3,2,0,0,1,3,0,0,84,0,20,0,1,1,
190,12534,3,Normal,21,3,3,2,0,27,0,0,0,10,0,1,1,3,1,0,0,0,3,0,0,70,27,12,1,0,0,party wiped
191,12535,1,Normal,30,2,2,2,0,27,27,0,0,10,0,1,1,3,0,0,0,3,3,0,0,56,0,7,0,1,1,
191,12535,2,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
192,12536,1,Normal,11,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,1,3,3,0,0,51,27,9,1,0,0,party wiped
193,12537,1,Normal,30,3,3,3,0,27,23,0,0,15,0,1,1,3,3,2,0,0,1,0,0,84,4,19,0,1,1,
193,12537,2,Normal,6,1,1,0,0,23,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,14,23,4,1,0,0,party wiped
194,12538,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,1,3,3,0,0,14,27,8,1,0,0,party wiped
195,12539,1,Normal,31,2,2,2,0,27,15,0,0,10,0,1,1,3,0,0,0,3,3,0,0,56,12,12,0,1,1,
195,12539,2,Normal,19,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,14,15,1,1,0,0,party wiped
196,12540,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,25,27,4,1,0,0,party wiped
197,12541,1,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,18,27,2,1,0,0,party wiped
198,12542,1,Normal,40,2,2,2,0,27,27,0,0,10,0,1,1,3,2,0,0,1,3,0,0,56,0,12,0,1,1,
198,12542,2,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,1,3,0,0,11,27,5,1,0,0,party wiped
199,12543,1,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,1,3,3,0,0,27,27,5,1,0,0,party wiped
200,12544,1,Normal,12,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
201,12545,1,Normal,31,5,5,4,0,27,0,0,0,20,0,1,1,3,3,3,0,0,0,0,0,130,27,22,1,0,0,party wiped
202,12546,1,Normal,10,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,37,27,6,1,0,0,party wiped
203,12547,1,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,18,27,4,1,0,0,party wiped
204,12548,1,Normal,12,2,2,1,0,27,0,0,0,5,0,1,1,3,1,0,0,2,3,0,0,37,27,12,1,0,0,party wiped
205,12549,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,3,1,0,0,2,3,0,0,44,27,14,1,0,0,party wiped
206,12550,1,Normal,27,2,2,2,0,27,27,0,0,10,0,1,1,2,0,0,1,3,3,0,0,56,0,6,0,1,1,
206,12550,2,Normal,23,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,3,3,3,0,0,28,27,6,1,0,0,party wiped
207,12551,1,Normal,35,3,3,3,0,27,27,0,0,15,0,1,1,3,3,2,0,0,1,0,0,84,0,14,0,1,1,
207,12551,2,Normal,23,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,0,1,0,0,28,27,5,1,0,0,party wiped
208,12552,1,Normal,28,1,1,1,0,27,27,0,0,5,0,1,1,3,0,0,0,3,3,0,0,28,0,7,0,1,1,
208,12552,2,Normal,11,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,42,27,8,1,0,0,party wiped
209,12553,1,Normal,25,4,4,3,0,27,0,0,0,15,0,1,1,3,3,3,0,0,0,0,0,102,27,19,1,0,0,party wiped
210,12554,1,Normal,13,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,1,3,3,0,0,37,27,5,1,0,0,party wiped
211,12555,1,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,14,27,3,1,0,0,party wiped
212,12556,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,3,1,0,0,2,3,0,0,55,27,11,1,0,0,party wiped
213,12557,1,Normal,34,6,6,5,0,27,0,0,0,25,0,1,1,3,3,3,0,0,0,0,0,149,27,31,1,0,0,party wiped
214,12558,1,Normal,25,3,3,2,0,27,0,0,0,10,0,1,1,3,0,0,0,3,3,0,0,72,27,11,1,0,0,party wiped
215,12559,1,Normal,11,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,0,3,3,0,0,28,27,7,1,0,0,party wiped
216,12560,1,Normal,31,3,3,3,0,27,27,0,0,15,0,1,1,3,1,0,0,2,3,0,0,84,0,13,0,1,1,
216,12560,2,Normal,35,5,5,4,1,27,7,0,0,20,0,1,1,3,2,3,0,0,0,0,0,112,20,18,0,1,1,flee×1
216,12560,3,Normal,10,2,2,1,0,7,0,0,0,5,0,1,1,2,0,0,1,0,0,0,0,28,27,5,1,0,0,party wiped
217,12561,1,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,18,27,2,1,0,0,party wiped
218,12562,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,14,27,2,1,0,0,party wiped
219,12563,1,Normal,40,3,3,3,0,27,18,0,0,15,0,1,1,3,1,0,0,2,3,0,0,84,9,17,0,1,1,
219,12563,2,Normal,1,1,1,0,0,18,0,0,0,0,0,1,1,0,0,0,3,2,3,0,0,14,18,1,1,0,0,party wiped
220,12564,1,Normal,24,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
221,12565,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,3,3,0,0,0,3,0,0,46,27,11,1,0,0,party wiped
222,12566,1,Normal,20,2,2,1,0,27,0,0,0,5,0,1,1,3,3,0,0,0,3,0,0,42,27,16,1,0,0,party wiped
223,12567,1,Normal,25,3,3,3,0,27,15,0,0,15,0,1,1,3,2,0,0,1,3,0,0,84,12,20,0,1,1,
223,12567,2,Normal,29,2,2,2,0,15,27,0,0,10,0,1,1,3,1,0,0,0,3,0,0,56,-12,11,0,1,1,
223,12567,3,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,1,0,3,0,0,27,27,5,1,0,0,party wiped
224,12568,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,3,0,0,0,3,3,0,0,27,27,9,1,0,0,party wiped
225,12569,1,Normal,7,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,27,27,4,1,0,0,party wiped
226,12570,1,Normal,9,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,37,27,5,1,0,0,party wiped
227,12571,1,Normal,27,1,1,1,0,27,15,0,0,5,0,1,1,0,0,0,3,3,3,0,0,28,12,3,0,1,1,
227,12571,2,Normal,6,1,1,0,0,15,0,0,0,0,0,1,1,1,0,0,5,3,3,0,0,18,15,3,1,0,0,party wiped
228,12572,1,Normal,35,3,3,3,0,27,15,0,0,15,0,1,1,2,0,0,1,3,3,0,0,84,12,12,0,1,1,
228,12572,2,Normal,16,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,4,3,3,0,0,0,15,1,1,0,0,party wiped
229,12573,1,Normal,27,2,2,2,0,27,27,0,0,10,0,1,1,3,2,0,0,1,3,0,0,56,0,13,0,1,1,
229,12573,2,Normal,10,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,1,1,3,0,0,51,27,9,1,0,0,party wiped
230,12574,1,Normal,18,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,18,27,3,1,0,0,party wiped
231,12575,1,Normal,28,3,3,3,0,27,27,0,0,15,0,1,1,3,1,0,0,2,3,0,0,84,0,14,0,1,1,
231,12575,2,Normal,13,2,2,1,0,27,0,0,0,5,0,1,1,3,1,0,0,1,3,0,0,46,27,10,1,0,0,party wiped
232,12576,1,Normal,14,3,3,2,0,27,0,0,0,10,0,1,1,3,2,0,0,1,3,0,0,74,27,19,1,0,0,party wiped
233,12577,1,Normal,6,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,0,3,3,0,0,28,27,9,1,0,0,party wiped
234,12578,1,Normal,12,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,1,3,3,0,0,37,27,6,1,0,0,party wiped
235,12579,1,Normal,30,4,4,4,0,27,15,0,0,20,0,1,1,3,2,0,0,1,3,0,0,112,12,19,0,1,1,
235,12579,2,Normal,2,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,3,1,3,0,0,16,15,2,1,0,0,party wiped
236,12580,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,0,27,2,1,0,0,party wiped
237,12581,1,Normal,30,4,4,4,0,27,27,0,0,20,0,1,1,3,3,2,0,0,1,0,0,112,0,19,0,1,1,
237,12581,2,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,27,27,5,1,0,0,party wiped
238,12582,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,2,0,0,1,3,3,0,0,18,27,4,1,0,0,party wiped
239,12583,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,27,27,4,1,0,0,party wiped
240,12584,1,Normal,28,3,3,2,0,27,0,0,0,10,0,1,1,3,2,0,0,1,3,0,0,70,27,16,1,0,0,party wiped
241,12585,1,Normal,32,4,4,3,0,27,0,0,0,15,0,1,1,3,3,0,0,0,3,0,0,93,27,18,1,0,0,party wiped
242,12586,1,Normal,23,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,0,3,3,0,0,37,27,10,1,0,0,party wiped
243,12587,1,Normal,29,4,4,3,0,27,0,0,0,15,0,1,1,3,3,3,0,0,0,0,0,111,27,23,1,0,0,party wiped
244,12588,1,Normal,25,3,3,3,0,27,15,0,0,15,0,1,1,3,0,0,0,3,3,0,0,84,12,12,0,1,1,
244,12588,2,Normal,27,4,4,3,0,15,0,0,0,15,0,1,1,3,3,3,0,0,0,0,0,93,15,21,1,0,0,party wiped
245,12589,1,Normal,20,2,2,1,0,27,0,0,0,5,0,1,1,3,0,0,0,3,3,0,0,55,27,12,1,0,0,party wiped
246,12590,1,Normal,25,3,3,3,0,27,27,0,0,15,0,1,1,3,1,0,0,2,3,0,0,84,0,13,0,1,1,
246,12590,2,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,2,3,0,0,23,27,2,1,0,0,party wiped
247,12591,1,Normal,12,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,51,27,5,1,0,0,party wiped
248,12592,1,Normal,26,2,2,2,0,27,15,0,0,10,0,1,1,2,0,0,1,3,3,0,0,56,12,12,0,1,1,
248,12592,2,Normal,7,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,4,3,3,0,0,0,15,1,1,0,0,party wiped
249,12593,1,Normal,35,3,3,3,0,27,15,0,0,15,0,1,1,3,0,0,0,3,3,0,0,84,12,13,0,1,1,
249,12593,2,Normal,1,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,15,1,1,0,0,party wiped
250,12594,1,Normal,1,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,16,27,3,1,0,0,party wiped
251,12595,1,Normal,35,2,2,2,0,27,27,0,0,10,0,1,1,3,2,0,0,1,3,0,0,56,0,9,0,1,1,
251,12595,2,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,1,3,0,0,9,27,2,1,0,0,party wiped
252,12596,1,Normal,25,3,3,2,0,27,0,0,0,10,0,1,1,3,0,0,0,3,3,0,0,65,27,13,1,0,0,party wiped
253,12597,1,Normal,36,5,5,4,0,27,0,0,0,20,0,1,1,3,3,2,0,0,1,0,0,121,27,22,1,0,0,party wiped
254,12598,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,18,27,4,1,0,0,party wiped
255,12599,1,Normal,26,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,3,1,0,0,party wiped
256,12600,1,Normal,17,2,2,1,0,27,0,0,0,5,0,1,1,3,2,0,0,1,3,0,0,55,27,10,1,0,0,party wiped
257,12601,1,Normal,20,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,7,27,5,1,0,0,party wiped
258,12602,1,Normal,30,2,2,2,0,27,15,0,0,10,0,1,1,2,0,0,1,3,3,0,0,56,12,9,0,1,1,
258,12602,2,Normal,4,1,1,0,0,15,0,0,0,0,0,1,1,2,0,0,2,3,3,0,0,18,15,5,1,0,0,party wiped
259,12603,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,18,27,3,1,0,0,party wiped
260,12604,1,Normal,30,2,2,2,0,27,22,0,0,10,0,1,1,3,3,1,0,0,2,0,0,56,5,14,0,1,1,
260,12604,2,Normal,9,2,2,1,0,22,0,0,0,5,0,1,1,3,0,2,0,0,0,0,0,55,22,10,1,0,0,party wiped
261,12605,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,9,27,3,1,0,0,party wiped
262,12606,1,Normal,6,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,14,27,3,1,0,0,party wiped
263,12607,1,Normal,4,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
264,12608,1,Normal,32,3,3,3,0,27,27,0,0,15,0,1,1,3,3,0,0,0,3,0,0,84,0,19,0,1,1,
264,12608,2,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,0,3,0,0,23,27,2,1,0,0,party wiped
265,12609,1,Normal,40,4,4,4,0,27,23,0,0,20,0,1,1,3,3,2,0,0,1,0,0,112,4,20,0,1,1,
265,12609,2,Normal,30,5,5,2,2,23,0,0,0,10,0,1,1,3,0,1,0,0,0,0,0,70,23,12,1,0,0,party wiped; flee×2
266,12610,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,23,27,4,1,0,0,party wiped
267,12611,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,2,0,0,1,3,3,0,0,42,27,7,1,0,0,party wiped
268,12612,1,Normal,33,3,3,3,0,27,27,0,0,15,0,1,1,3,3,0,0,0,3,0,0,84,0,17,0,1,1,
268,12612,2,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,0,3,0,0,9,27,2,1,0,0,party wiped
269,12613,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,0,27,2,1,0,0,party wiped
270,12614,1,Normal,12,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
271,12615,1,Normal,3,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,14,27,2,1,0,0,party wiped
272,12616,1,Normal,27,3,3,2,0,27,0,0,0,10,0,1,1,3,1,0,0,2,3,0,0,65,27,16,1,0,0,party wiped
273,12617,1,Normal,27,3,3,3,0,27,19,0,0,15,0,1,1,3,3,1,0,0,2,0,0,84,8,17,0,1,1,
273,12617,2,Normal,1,1,1,0,0,19,0,0,0,0,0,1,1,1,0,0,2,0,2,0,0,9,19,3,1,0,0,party wiped
274,12618,1,Normal,36,4,4,4,0,27,15,0,0,20,0,1,1,3,2,0,0,1,3,0,0,112,12,15,0,1,1,
274,12618,2,Normal,15,1,1,0,0,15,0,0,0,0,0,1,1,0,0,0,3,1,3,0,0,14,15,1,1,0,0,party wiped
275,12619,1,Normal,14,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,28,27,6,1,0,0,party wiped
276,12620,1,Normal,5,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,14,27,2,1,0,0,party wiped
277,12621,1,Normal,13,3,3,2,0,27,0,0,0,10,0,1,1,3,3,0,0,0,3,0,0,70,27,17,1,0,0,party wiped
278,12622,1,Normal,32,2,2,1,0,27,0,0,0,5,0,1,1,3,2,0,0,1,3,0,0,55,27,15,1,0,0,party wiped
279,12623,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,0,27,5,1,0,0,party wiped
280,12624,1,Normal,8,2,2,1,0,27,0,0,0,5,0,1,1,0,0,0,3,3,3,0,0,28,27,5,1,0,0,party wiped
281,12625,1,Normal,14,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,23,27,3,1,0,0,party wiped
282,12626,1,Normal,25,4,4,3,0,27,0,0,0,15,0,1,1,3,3,3,0,0,0,0,0,84,27,24,1,0,0,party wiped
283,12627,1,Normal,31,3,3,3,0,27,15,0,0,15,0,1,1,3,2,0,0,1,3,0,0,84,12,13,0,1,1,
283,12627,2,Normal,30,1,1,1,0,15,27,0,0,5,0,1,1,2,0,0,1,1,3,0,0,28,-12,3,0,1,1,
283,12627,3,Normal,18,3,3,2,0,27,0,0,0,10,0,1,1,4,1,3,0,0,0,0,0,83,27,17,1,0,0,party wiped
284,12628,1,Normal,19,3,3,2,0,27,0,0,0,10,0,1,1,3,1,0,0,2,3,0,0,65,27,13,1,0,0,party wiped
285,12629,1,Normal,23,3,3,2,0,27,0,0,0,10,0,1,1,1,0,0,2,3,3,0,0,56,27,8,1,0,0,party wiped
286,12630,1,Normal,17,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,28,27,6,1,0,0,party wiped
287,12631,1,Normal,19,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,18,27,4,1,0,0,party wiped
288,12632,1,Normal,14,1,1,0,0,27,0,0,0,0,0,1,1,0,0,0,3,3,3,0,0,9,27,2,1,0,0,party wiped
289,12633,1,Normal,2,1,1,0,0,27,0,0,0,0,0,1,1,1,0,0,2,3,3,0,0,9,27,4,1,0,0,party wiped
290,12634,1,Normal,8,1,1,0,0,27,0,0,0,0,0,1,1,3,0,0,0,3,3,0,0,18,27,7,1,0,0,party wiped
291,12635,1,Normal,12,2,2,1,0,27,0,0,0,5,0,1,1,1,0,0,2,3,3,0,0,42,27,6,1,0,0,party wiped
292,12636,1,Normal,26,1,1,1,0,27,15,0,0,5,0,1,1,3,0,0,0,3,3,0,0,28,12,8,0,1,1,
292,12636,2,Normal,29,3,3,3,0,15,15,0,0,15,0,1,1,3,3,0,0,0,3,0,0,84,0,18,0,1,1,
292,12636,3,Normal,27,5,5,4,0,15,0,0,0,20,0,1,1,3,0,3,0,0,0,0,0,126,15,20,1,0,0,party wiped
293,12637,1,Normal,29,3,3,2,0,27,0,0,0,10,0,1,1,3,0,0,0,3,3,0,0,83,27,13,1,0,0,party wiped
