run_id,seed,floor,floor_type,steps_moved,encounters,battles,battles_won,hp_before,hp_after,mp_before,mp_after,xp_gained,gold_gained,level_before,level_after,potion_use_count,dawn_chalice_use_count,skill_use_count,recovery_skill_use_count,total_damage_dealt,total_damage_taken,total_battle_turns,death_flag,clear_flag,next_floor_flag,notes
46,12390,2,Normal,25,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
46,12390,3,Normal,30,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
46,12390,4,Normal,33,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
46,12390,5,Normal,26,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
46,12390,6,Normal,32,6,6,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle; fled battle
46,12390,7,Normal,37,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
46,12390,8,Normal,37,8,8,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle; fled battle; fled battle; fled battle
46,12390,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
46,12390,10,Normal,26,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
47,12391,1,Normal,26,5,5,0,27,15,0,0,0,0,1,1,0,0,0,0,9,12,1,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
47,12391,2,Normal,37,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
47,12391,3,Normal,30,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
47,12391,4,Normal,26,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
47,12391,5,Normal,28,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
47,12391,6,Normal,33,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
47,12391,7,Normal,30,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
47,12391,8,Normal,35,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
47,12391,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
47,12391,10,Normal,33,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
48,12392,1,Normal,34,5,5,0,27,15,0,0,0,0,1,1,2,0,0,0,14,48,3,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
48,12392,2,Normal,30,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
48,12392,3,Normal,28,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
48,12392,4,Normal,28,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
48,12392,5,Normal,31,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
48,12392,6,Normal,39,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
48,12392,7,Normal,31,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
48,12392,8,Normal,35,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
48,12392,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
48,12392,10,Normal,30,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
49,12393,1,Normal,27,1,1,0,27,9,0,0,0,0,1,1,0,0,0,0,0,18,1,0,1,1,fled battle
49,12393,2,Normal,35,1,1,0,9,15,0,0,0,0,1,1,1,0,0,0,0,12,1,0,1,1,fled battle
49,12393,3,Normal,34,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
49,12393,4,Normal,31,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
49,12393,5,Normal,34,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
49,12393,6,Normal,32,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
49,12393,7,Normal,30,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
49,12393,8,Normal,29,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
49,12393,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
49,12393,10,Normal,26,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
50,12394,1,Normal,35,4,4,0,27,15,0,0,0,0,1,1,0,0,0,0,9,12,1,0,1,1,fled battle; fled battle; fled battle; fled battle
50,12394,2,Normal,32,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
50,12394,3,Normal,39,6,6,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle; fled battle
50,12394,4,Normal,27,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
50,12394,5,Normal,37,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
50,12394,6,Normal,27,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
50,12394,7,Normal,26,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
50,12394,8,Normal,36,6,6,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle; fled battle
50,12394,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
50,12394,10,Normal,27,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
51,12395,1,Normal,28,2,2,0,27,13,0,0,0,0,1,1,0,0,0,0,0,14,1,0,1,1,fled battle; fled battle
51,12395,2,Normal,36,3,3,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
51,12395,3,Normal,38,5,5,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
51,12395,4,Normal,33,4,4,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
51,12395,5,Normal,40,3,3,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
51,12395,6,Normal,30,3,3,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
51,12395,7,Normal,27,3,3,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
51,12395,8,Normal,38,3,3,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
51,12395,9,NoPool,0,0,0,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
51,12395,10,Normal,39,4,4,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
52,12396,1,Normal,36,4,4,0,27,15,0,0,0,0,1,1,0,0,0,0,9,12,1,0,1,1,fled battle; fled battle; fled battle; fled battle
52,12396,2,Normal,36,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
52,12396,3,Normal,28,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
52,12396,4,Normal,40,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
52,12396,5,Normal,32,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
52,12396,6,Normal,33,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
52,12396,7,Normal,26,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
52,12396,8,Normal,27,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
52,12396,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
52,12396,10,Normal,25,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
53,12397,1,Normal,28,4,4,0,27,18,0,0,0,0,1,1,2,0,0,0,14,45,4,0,1,1,fled battle; fled battle; fled battle; fled battle
53,12397,2,Normal,39,5,5,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
53,12397,3,Normal,27,3,3,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
53,12397,4,Normal,27,3,3,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
53,12397,5,Normal,35,5,5,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
53,12397,6,Normal,25,2,2,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
53,12397,7,Normal,38,5,5,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
53,12397,8,Normal,38,2,2,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
53,12397,9,NoPool,0,0,0,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
53,12397,10,Normal,27,5,5,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
54,12398,1,Normal,37,4,4,0,27,15,0,0,0,0,1,1,0,0,0,0,0,12,1,0,1,1,fled battle; fled battle; fled battle; fled battle
54,12398,2,Normal,29,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
54,12398,3,Normal,38,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
54,12398,4,Normal,29,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
54,12398,5,Normal,27,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
54,12398,6,Normal,34,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
54,12398,7,Normal,38,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
54,12398,8,Normal,39,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
54,12398,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
54,12398,10,Normal,31,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
55,12399,1,Normal,29,2,2,1,27,15,0,0,5,0,1,1,0,0,0,0,37,12,3,0,1,1,fled battle
55,12399,2,Normal,35,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
55,12399,3,Normal,35,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
55,12399,4,Normal,28,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
55,12399,5,Normal,30,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
55,12399,6,Normal,27,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
55,12399,7,Normal,32,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
55,12399,8,Normal,28,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
55,12399,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
55,12399,10,Normal,28,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
56,12400,1,Normal,37,3,3,0,27,15,0,0,0,0,1,1,0,0,0,0,0,12,1,0,1,1,fled battle; fled battle; fled battle
56,12400,2,Normal,35,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
56,12400,3,Normal,35,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
56,12400,4,Normal,40,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
56,12400,5,Normal,29,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
56,12400,6,Normal,39,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
56,12400,7,Normal,36,7,7,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle; fled battle; fled battle
56,12400,8,Normal,30,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
56,12400,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
56,12400,10,Normal,32,6,6,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle; fled battle
57,12401,1,Normal,30,5,5,1,27,15,0,0,5,0,1,1,0,0,0,0,28,12,2,0,1,1,fled battle; fled battle; fled battle; fled battle
57,12401,2,Normal,27,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
57,12401,3,Normal,27,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
57,12401,4,Normal,34,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
57,12401,5,Normal,34,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
57,12401,6,Normal,37,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
57,12401,7,Normal,40,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
57,12401,8,Normal,27,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
57,12401,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
57,12401,10,Normal,26,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
58,12402,1,Normal,38,3,3,0,27,15,0,0,0,0,1,1,2,0,0,0,9,48,3,0,1,1,fled battle; fled battle; fled battle
58,12402,2,Normal,32,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
58,12402,3,Normal,36,6,6,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle; fled battle
58,12402,4,Normal,30,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
58,12402,5,Normal,30,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
58,12402,6,Normal,37,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
58,12402,7,Normal,34,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
58,12402,8,Normal,29,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
58,12402,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
58,12402,10,Normal,38,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
59,12403,1,Normal,30,2,2,0,27,3,0,0,0,0,1,1,1,0,0,0,23,42,3,0,1,1,fled battle; fled battle
59,12403,2,Normal,35,3,3,1,3,15,0,0,5,0,1,1,1,0,0,0,28,12,3,0,1,1,fled battle; fled battle
59,12403,3,Normal,26,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
59,12403,4,Normal,29,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
59,12403,5,Normal,29,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
59,12403,6,Normal,27,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
59,12403,7,Normal,29,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
59,12403,8,Normal,34,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
59,12403,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
59,12403,10,Normal,30,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
60,12404,1,Normal,39,3,3,1,27,15,0,0,5,0,1,1,0,0,0,0,28,12,2,0,1,1,fled battle; fled battle
60,12404,2,Normal,30,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
60,12404,3,Normal,30,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
60,12404,4,Normal,36,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
60,12404,5,Normal,31,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
60,12404,6,Normal,32,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
60,12404,7,Normal,36,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
60,12404,8,Normal,34,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
60,12404,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
60,12404,10,Normal,35,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
61,12405,1,Normal,31,4,4,1,27,15,0,0,5,0,1,1,0,0,0,0,28,12,3,0,1,1,fled battle; fled battle; fled battle
61,12405,2,Normal,25,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
61,12405,3,Normal,38,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
61,12405,4,Normal,33,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
61,12405,5,Normal,25,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
61,12405,6,Normal,34,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
61,12405,7,Normal,27,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
61,12405,8,Normal,35,1,1,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
61,12405,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
61,12405,10,Normal,26,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
62,12406,1,Normal,39,6,6,1,27,15,0,0,5,0,1,1,0,0,0,0,28,12,3,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
62,12406,2,Normal,32,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
62,12406,3,Normal,37,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
62,12406,4,Normal,30,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
62,12406,5,Normal,25,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
62,12406,6,Normal,29,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
62,12406,7,Normal,37,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
62,12406,8,Normal,34,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
62,12406,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
62,12406,10,Normal,34,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
63,12407,1,Normal,32,3,3,0,27,18,0,0,0,0,1,1,0,0,0,0,0,9,1,0,1,1,fled battle; fled battle; fled battle
63,12407,2,Normal,30,4,4,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
63,12407,3,Normal,37,5,5,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
63,12407,4,Normal,30,3,3,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
63,12407,5,Normal,32,4,4,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
63,12407,6,Normal,32,4,4,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
63,12407,7,Normal,37,3,3,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
63,12407,8,Normal,29,1,1,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle
63,12407,9,NoPool,0,0,0,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
63,12407,10,Normal,35,5,5,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
64,12408,1,Normal,40,5,5,0,27,15,0,0,0,0,1,1,2,0,0,0,37,60,6,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
64,12408,2,Normal,29,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
64,12408,3,Normal,27,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
64,12408,4,Normal,35,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
64,12408,5,Normal,28,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
64,12408,6,Normal,36,5,5,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
64,12408,7,Normal,37,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
64,12408,8,Normal,26,4,4,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle; fled battle
64,12408,9,NoPool,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,no monster pool entry for this floor
64,12408,10,Normal,34,2,2,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle
65,12409,1,Normal,33,5,5,0,27,15,0,0,0,0,1,1,0,0,0,0,0,12,1,0,1,1,fled battle; fled battle; fled battle; fled battle; fled battle
65,12409,2,Normal,38,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
65,12409,3,Normal,31,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
65,12409,4,Normal,26,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
65,12409,5,Normal,39,3,3,0,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,fled battle; fled battle; fled battle
